Solving vm1084
[0s]  C: construct_random_replicate -----> [0s]  Current: [fitness: 4294967295  updated: 1  feasible: 0  size: 1084]    BKS: [fitness: 4294967295  last updated: 0s  feasible: 0  size: 0]
[0s]  MH: ILS                       
[0s]  	LS: cyclicVND                
[86s]  		O: rrelocate_3              -----> [94s]  Current: [fitness: 8059099  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 8097311  last updated: 86s  feasible: 1  size: 1084]
[94s]  		O: rrelocate_4              -----> [102s]  Current: [fitness: 8022116  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 8059099  last updated: 94s  feasible: 1  size: 1084]
[102s]  		O: move_all_1               -----> [102s]  Current: [fitness: 7993637  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 8022116  last updated: 102s  feasible: 1  size: 1084]
[102s]  		O: move_all_2               -----> [102s]  Current: [fitness: 7969515  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7993637  last updated: 102s  feasible: 1  size: 1084]
[102s]  		O: insert1                  -----> [102s]  Current: [fitness: 7969515  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 7969515  last updated: 102s  feasible: 1  size: 1084]
[102s]  		O: remove1                  -----> [102s]  Current: [fitness: 7969515  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 7969515  last updated: 102s  feasible: 1  size: 1084]
[102s]  		O: two_opt                  -----> [107s]  Current: [fitness: 7936001  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7969515  last updated: 102s  feasible: 1  size: 1084]
[107s]  		O: exchange_ids             -----> [112s]  Current: [fitness: 7886958  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7936001  last updated: 107s  feasible: 1  size: 1084]
[112s]  		O: exchange_1_2             -----> [120s]  Current: [fitness: 7830753  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7886958  last updated: 112s  feasible: 1  size: 1084]
[120s]  		O: exchange_2_2             -----> [127s]  Current: [fitness: 7777833  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7830753  last updated: 120s  feasible: 1  size: 1084]
[127s]  		O: exchange_3_3             -----> [135s]  Current: [fitness: 7730699  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7777833  last updated: 127s  feasible: 1  size: 1084]
[135s]  		O: exchange_3_4             -----> [144s]  Current: [fitness: 7682337  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7730699  last updated: 135s  feasible: 1  size: 1084]
[144s]  		O: exchange_4_4             -----> [152s]  Current: [fitness: 7636215  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7682337  last updated: 144s  feasible: 1  size: 1084]
[152s]  		O: rexchange_2_2            -----> [160s]  Current: [fitness: 7590117  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7636215  last updated: 152s  feasible: 1  size: 1084]
[160s]  		O: rexchange_2_3            -----> [167s]  Current: [fitness: 7537872  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7590117  last updated: 160s  feasible: 1  size: 1084]
[167s]  		O: rexchange_4_4            -----> [175s]  Current: [fitness: 7491396  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7537872  last updated: 167s  feasible: 1  size: 1084]
[175s]  		O: centered_exchange_1      -----> [175s]  Current: [fitness: 7470059  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7491396  last updated: 175s  feasible: 1  size: 1084]
[175s]  		O: relocate_1               -----> [184s]  Current: [fitness: 7441335  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7470059  last updated: 175s  feasible: 1  size: 1084]
[184s]  		O: relocate_5               -----> [192s]  Current: [fitness: 7405614  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7441335  last updated: 184s  feasible: 1  size: 1084]
[192s]  		O: rrelocate_3              -----> [200s]  Current: [fitness: 7372276  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7405614  last updated: 192s  feasible: 1  size: 1084]
[200s]  		O: rrelocate_4              -----> [208s]  Current: [fitness: 7337470  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7372276  last updated: 200s  feasible: 1  size: 1084]
[208s]  		O: move_all_1               -----> [208s]  Current: [fitness: 7316507  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7337470  last updated: 208s  feasible: 1  size: 1084]
[208s]  		O: move_all_2               -----> [208s]  Current: [fitness: 7294093  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7316507  last updated: 208s  feasible: 1  size: 1084]
[208s]  		O: insert1                  -----> [208s]  Current: [fitness: 7294093  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 7294093  last updated: 208s  feasible: 1  size: 1084]
[208s]  		O: remove1                  -----> [208s]  Current: [fitness: 7294093  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 7294093  last updated: 208s  feasible: 1  size: 1084]
[208s]  		O: two_opt                  -----> [213s]  Current: [fitness: 7262636  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7294093  last updated: 208s  feasible: 1  size: 1084]
[213s]  		O: exchange_ids             -----> [218s]  Current: [fitness: 7215543  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7262636  last updated: 213s  feasible: 1  size: 1084]
[218s]  		O: exchange_1_2             -----> [226s]  Current: [fitness: 7167738  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7215543  last updated: 218s  feasible: 1  size: 1084]
[226s]  		O: exchange_2_2             -----> [234s]  Current: [fitness: 7118966  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7167738  last updated: 226s  feasible: 1  size: 1084]
[234s]  		O: exchange_3_3             -----> [241s]  Current: [fitness: 7074542  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7118966  last updated: 234s  feasible: 1  size: 1084]
[241s]  		O: exchange_3_4             -----> [249s]  Current: [fitness: 7028724  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7074542  last updated: 241s  feasible: 1  size: 1084]
[249s]  		O: exchange_4_4             -----> [257s]  Current: [fitness: 6986131  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7028724  last updated: 249s  feasible: 1  size: 1084]
[257s]  		O: rexchange_2_2            -----> [265s]  Current: [fitness: 6946239  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6986131  last updated: 257s  feasible: 1  size: 1084]
[265s]  		O: rexchange_2_3            -----> [273s]  Current: [fitness: 6902944  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6946239  last updated: 265s  feasible: 1  size: 1084]
[273s]  		O: rexchange_4_4            -----> [281s]  Current: [fitness: 6858587  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6902944  last updated: 273s  feasible: 1  size: 1084]
[281s]  		O: centered_exchange_1      -----> [281s]  Current: [fitness: 6838588  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6858587  last updated: 281s  feasible: 1  size: 1084]
[281s]  		O: relocate_1               -----> [289s]  Current: [fitness: 6812792  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6838588  last updated: 281s  feasible: 1  size: 1084]
[289s]  		O: relocate_5               -----> [297s]  Current: [fitness: 6780463  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6812792  last updated: 289s  feasible: 1  size: 1084]
[297s]  		O: rrelocate_3              -----> [305s]  Current: [fitness: 6749511  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6780463  last updated: 297s  feasible: 1  size: 1084]
[305s]  		O: rrelocate_4              -----> [313s]  Current: [fitness: 6719458  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6749511  last updated: 305s  feasible: 1  size: 1084]
[313s]  		O: move_all_1               -----> [313s]  Current: [fitness: 6699070  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6719458  last updated: 313s  feasible: 1  size: 1084]
[313s]  		O: move_all_2               -----> [313s]  Current: [fitness: 6678364  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6699070  last updated: 313s  feasible: 1  size: 1084]
[313s]  		O: insert1                  -----> [313s]  Current: [fitness: 6678364  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 6678364  last updated: 313s  feasible: 1  size: 1084]
[313s]  		O: remove1                  -----> [313s]  Current: [fitness: 6678364  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 6678364  last updated: 313s  feasible: 1  size: 1084]
[313s]  		O: two_opt                  -----> [318s]  Current: [fitness: 6648418  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6678364  last updated: 313s  feasible: 1  size: 1084]
[318s]  		O: exchange_ids             -----> [323s]  Current: [fitness: 6605886  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6648418  last updated: 318s  feasible: 1  size: 1084]
[323s]  		O: exchange_1_2             -----> [330s]  Current: [fitness: 6564247  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6605886  last updated: 323s  feasible: 1  size: 1084]
[330s]  		O: exchange_2_2             -----> [338s]  Current: [fitness: 6525708  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6564247  last updated: 330s  feasible: 1  size: 1084]
[338s]  		O: exchange_3_3             -----> [346s]  Current: [fitness: 6484978  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6525708  last updated: 338s  feasible: 1  size: 1084]
[346s]  		O: exchange_3_4             -----> [354s]  Current: [fitness: 6444166  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6484978  last updated: 346s  feasible: 1  size: 1084]
[354s]  		O: exchange_4_4             -----> [362s]  Current: [fitness: 6404067  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6444166  last updated: 354s  feasible: 1  size: 1084]
[362s]  		O: rexchange_2_2            -----> [370s]  Current: [fitness: 6364931  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6404067  last updated: 362s  feasible: 1  size: 1084]
[370s]  		O: rexchange_2_3            -----> [378s]  Current: [fitness: 6326174  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6364931  last updated: 370s  feasible: 1  size: 1084]
[378s]  		O: rexchange_4_4            -----> [386s]  Current: [fitness: 6284541  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6326174  last updated: 378s  feasible: 1  size: 1084]
[386s]  		O: centered_exchange_1      -----> [386s]  Current: [fitness: 6265623  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6284541  last updated: 386s  feasible: 1  size: 1084]
[386s]  		O: relocate_1               -----> [394s]  Current: [fitness: 6241068  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6265623  last updated: 386s  feasible: 1  size: 1084]
[394s]  		O: relocate_5               -----> [402s]  Current: [fitness: 6210184  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6241068  last updated: 394s  feasible: 1  size: 1084]
[402s]  		O: rrelocate_3              -----> [410s]  Current: [fitness: 6181446  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6210184  last updated: 402s  feasible: 1  size: 1084]
[410s]  		O: rrelocate_4              -----> [418s]  Current: [fitness: 6151463  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6181446  last updated: 410s  feasible: 1  size: 1084]
[418s]  		O: move_all_1               -----> [418s]  Current: [fitness: 6132683  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6151463  last updated: 418s  feasible: 1  size: 1084]
[418s]  		O: move_all_2               -----> [418s]  Current: [fitness: 6115927  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6132683  last updated: 418s  feasible: 1  size: 1084]
[418s]  		O: insert1                  -----> [418s]  Current: [fitness: 6115927  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 6115927  last updated: 418s  feasible: 1  size: 1084]
[418s]  		O: remove1                  -----> [418s]  Current: [fitness: 6115927  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 6115927  last updated: 418s  feasible: 1  size: 1084]
[418s]  		O: two_opt                  -----> [423s]  Current: [fitness: 6088961  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6115927  last updated: 418s  feasible: 1  size: 1084]
[423s]  		O: exchange_ids             -----> [428s]  Current: [fitness: 6049444  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6088961  last updated: 423s  feasible: 1  size: 1084]
[428s]  		O: exchange_1_2             -----> [436s]  Current: [fitness: 6012970  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6049444  last updated: 428s  feasible: 1  size: 1084]
[436s]  		O: exchange_2_2             -----> [444s]  Current: [fitness: 5976299  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6012970  last updated: 436s  feasible: 1  size: 1084]
[444s]  		O: exchange_3_3             -----> [451s]  Current: [fitness: 5938549  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5976299  last updated: 444s  feasible: 1  size: 1084]
[451s]  		O: exchange_3_4             -----> [459s]  Current: [fitness: 5899407  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5938549  last updated: 451s  feasible: 1  size: 1084]
[459s]  		O: exchange_4_4             -----> [467s]  Current: [fitness: 5862598  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5899407  last updated: 459s  feasible: 1  size: 1084]
[467s]  		O: rexchange_2_2            -----> [475s]  Current: [fitness: 5827127  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5862598  last updated: 467s  feasible: 1  size: 1084]
[475s]  		O: rexchange_2_3            -----> [484s]  Current: [fitness: 5793037  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5827127  last updated: 475s  feasible: 1  size: 1084]
[484s]  		O: rexchange_4_4            -----> [491s]  Current: [fitness: 5756472  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5793037  last updated: 484s  feasible: 1  size: 1084]
[491s]  		O: centered_exchange_1      -----> [491s]  Current: [fitness: 5741266  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5756472  last updated: 491s  feasible: 1  size: 1084]
[491s]  		O: relocate_1               -----> [500s]  Current: [fitness: 5721508  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5741266  last updated: 491s  feasible: 1  size: 1084]
[500s]  		O: relocate_5               -----> [508s]  Current: [fitness: 5695567  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5721508  last updated: 500s  feasible: 1  size: 1084]
[508s]  		O: rrelocate_3              -----> [516s]  Current: [fitness: 5669229  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5695567  last updated: 508s  feasible: 1  size: 1084]
[516s]  		O: rrelocate_4              -----> [524s]  Current: [fitness: 5638873  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5669229  last updated: 516s  feasible: 1  size: 1084]
[524s]  		O: move_all_1               -----> [524s]  Current: [fitness: 5622667  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5638873  last updated: 524s  feasible: 1  size: 1084]
[524s]  		O: move_all_2               -----> [524s]  Current: [fitness: 5607366  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5622667  last updated: 524s  feasible: 1  size: 1084]
[524s]  		O: insert1                  -----> [524s]  Current: [fitness: 5607366  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 5607366  last updated: 524s  feasible: 1  size: 1084]
[524s]  		O: remove1                  -----> [524s]  Current: [fitness: 5607366  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 5607366  last updated: 524s  feasible: 1  size: 1084]
[524s]  		O: two_opt                  -----> [529s]  Current: [fitness: 5582170  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5607366  last updated: 524s  feasible: 1  size: 1084]
[529s]  		O: exchange_ids             -----> [533s]  Current: [fitness: 5547127  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5582170  last updated: 529s  feasible: 1  size: 1084]
[533s]  		O: exchange_1_2             -----> [541s]  Current: [fitness: 5515063  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5547127  last updated: 533s  feasible: 1  size: 1084]
[541s]  		O: exchange_2_2             -----> [549s]  Current: [fitness: 5481748  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5515063  last updated: 541s  feasible: 1  size: 1084]
[549s]  		O: exchange_3_3             -----> [557s]  Current: [fitness: 5449724  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5481748  last updated: 549s  feasible: 1  size: 1084]
[557s]  		O: exchange_3_4             -----> [565s]  Current: [fitness: 5414939  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5449724  last updated: 557s  feasible: 1  size: 1084]
[565s]  		O: exchange_4_4             -----> [573s]  Current: [fitness: 5380225  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5414939  last updated: 565s  feasible: 1  size: 1084]
[573s]  		O: rexchange_2_2            -----> [581s]  Current: [fitness: 5349973  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5380225  last updated: 573s  feasible: 1  size: 1084]
[581s]  		O: rexchange_2_3            -----> [589s]  Current: [fitness: 5316236  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5349973  last updated: 581s  feasible: 1  size: 1084]
[589s]  		O: rexchange_4_4            -----> [597s]  Current: [fitness: 5283801  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5316236  last updated: 589s  feasible: 1  size: 1084]
[597s]  		O: centered_exchange_1      -----> [597s]  Current: [fitness: 5270870  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5283801  last updated: 597s  feasible: 1  size: 1084]
[597s]  		O: relocate_1               -----> [605s]  Current: [fitness: 5251862  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5270870  last updated: 597s  feasible: 1  size: 1084]
[605s]  		O: relocate_5               -----> [613s]  Current: [fitness: 5227020  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5251862  last updated: 605s  feasible: 1  size: 1084]
[613s]  		O: rrelocate_3              -----> [621s]  Current: [fitness: 5202850  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5227020  last updated: 613s  feasible: 1  size: 1084]
[621s]  		O: rrelocate_4              -----> [629s]  Current: [fitness: 5175794  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5202850  last updated: 621s  feasible: 1  size: 1084]
[629s]  		O: move_all_1               -----> [629s]  Current: [fitness: 5163546  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5175794  last updated: 629s  feasible: 1  size: 1084]
[629s]  		O: move_all_2               -----> [629s]  Current: [fitness: 5149444  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5163546  last updated: 629s  feasible: 1  size: 1084]
[629s]  		O: insert1                  -----> [629s]  Current: [fitness: 5149444  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 5149444  last updated: 629s  feasible: 1  size: 1084]
[629s]  		O: remove1                  -----> [629s]  Current: [fitness: 5149444  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 5149444  last updated: 629s  feasible: 1  size: 1084]
[629s]  		O: two_opt                  -----> [634s]  Current: [fitness: 5126155  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5149444  last updated: 629s  feasible: 1  size: 1084]
[634s]  		O: exchange_ids             -----> [638s]  Current: [fitness: 5093084  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5126155  last updated: 634s  feasible: 1  size: 1084]
[638s]  		O: exchange_1_2             -----> [646s]  Current: [fitness: 5063707  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5093084  last updated: 638s  feasible: 1  size: 1084]
[646s]  		O: exchange_2_2             -----> [654s]  Current: [fitness: 5033994  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5063707  last updated: 646s  feasible: 1  size: 1084]
[654s]  		O: exchange_3_3             -----> [663s]  Current: [fitness: 4999858  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5033994  last updated: 654s  feasible: 1  size: 1084]
[663s]  		O: exchange_3_4             -----> [671s]  Current: [fitness: 4965381  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4999858  last updated: 663s  feasible: 1  size: 1084]
[671s]  		O: exchange_4_4             -----> [679s]  Current: [fitness: 4935834  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4965381  last updated: 671s  feasible: 1  size: 1084]
[679s]  		O: rexchange_2_2            -----> [687s]  Current: [fitness: 4904063  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4935834  last updated: 679s  feasible: 1  size: 1084]
[687s]  		O: rexchange_2_3            -----> [695s]  Current: [fitness: 4873763  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4904063  last updated: 687s  feasible: 1  size: 1084]
[695s]  		O: rexchange_4_4            -----> [702s]  Current: [fitness: 4845172  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4873763  last updated: 695s  feasible: 1  size: 1084]
[702s]  		O: centered_exchange_1      -----> [702s]  Current: [fitness: 4832622  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4845172  last updated: 702s  feasible: 1  size: 1084]
[702s]  		O: relocate_1               -----> [710s]  Current: [fitness: 4814125  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4832622  last updated: 702s  feasible: 1  size: 1084]
[710s]  		O: relocate_5               -----> [719s]  Current: [fitness: 4788163  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4814125  last updated: 710s  feasible: 1  size: 1084]
[719s]  		O: rrelocate_3              -----> [727s]  Current: [fitness: 4765121  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4788163  last updated: 719s  feasible: 1  size: 1084]
[727s]  		O: rrelocate_4              -----> [735s]  Current: [fitness: 4740843  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4765121  last updated: 727s  feasible: 1  size: 1084]
[735s]  		O: move_all_1               -----> [735s]  Current: [fitness: 4729973  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4740843  last updated: 735s  feasible: 1  size: 1084]
[735s]  		O: move_all_2               -----> [735s]  Current: [fitness: 4715822  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4729973  last updated: 735s  feasible: 1  size: 1084]
[735s]  		O: insert1                  -----> [735s]  Current: [fitness: 4715822  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 4715822  last updated: 735s  feasible: 1  size: 1084]
[735s]  		O: remove1                  -----> [735s]  Current: [fitness: 4715822  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 4715822  last updated: 735s  feasible: 1  size: 1084]
[735s]  		O: two_opt                  -----> [739s]  Current: [fitness: 4693032  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4715822  last updated: 735s  feasible: 1  size: 1084]
[739s]  		O: exchange_ids             -----> [744s]  Current: [fitness: 4668512  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4693032  last updated: 739s  feasible: 1  size: 1084]
[744s]  		O: exchange_1_2             -----> [751s]  Current: [fitness: 4639439  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4668512  last updated: 744s  feasible: 1  size: 1084]
[751s]  		O: exchange_2_2             -----> [760s]  Current: [fitness: 4613114  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4639439  last updated: 751s  feasible: 1  size: 1084]
[760s]  		O: exchange_3_3             -----> [767s]  Current: [fitness: 4585416  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4613114  last updated: 760s  feasible: 1  size: 1084]
[767s]  		O: exchange_3_4             -----> [776s]  Current: [fitness: 4555495  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4585416  last updated: 767s  feasible: 1  size: 1084]
[776s]  		O: exchange_4_4             -----> [784s]  Current: [fitness: 4529200  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4555495  last updated: 776s  feasible: 1  size: 1084]
[784s]  		O: rexchange_2_2            -----> [792s]  Current: [fitness: 4501796  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4529200  last updated: 784s  feasible: 1  size: 1084]
[792s]  		O: rexchange_2_3            -----> [801s]  Current: [fitness: 4469370  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4501796  last updated: 792s  feasible: 1  size: 1084]
[801s]  		O: rexchange_4_4            -----> [810s]  Current: [fitness: 4444215  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4469370  last updated: 801s  feasible: 1  size: 1084]
[810s]  		O: centered_exchange_1      -----> [810s]  Current: [fitness: 4432114  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4444215  last updated: 810s  feasible: 1  size: 1084]
[810s]  		O: relocate_1               -----> [820s]  Current: [fitness: 4414834  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4432114  last updated: 810s  feasible: 1  size: 1084]
[820s]  		O: relocate_5               -----> [828s]  Current: [fitness: 4390354  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4414834  last updated: 820s  feasible: 1  size: 1084]
