Solving vm1084
[0s]  C: constructRandomReplicate -----> [0s]  Current: [fitness: 4294967295  updated: 1  feasible: 0  size: 1084]    BKS: [fitness: 4294967295  last updated: 0s  feasible: 0  size: 0]
[0s]  MH: ILS                       
[0s]  	LS: cyclicVND                
[85s]  		O: rrelocate_3              -----> [93s]  Current: [fitness: 8147839  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 8187371  last updated: 85s  feasible: 1  size: 1084]
[93s]  		O: rrelocate_4              -----> [100s]  Current: [fitness: 8109572  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 8147839  last updated: 93s  feasible: 1  size: 1084]
[100s]  		O: move_all_1               -----> [100s]  Current: [fitness: 8081544  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 8109572  last updated: 100s  feasible: 1  size: 1084]
[100s]  		O: move_all_2               -----> [100s]  Current: [fitness: 8052771  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 8081544  last updated: 100s  feasible: 1  size: 1084]
[100s]  		O: insert1                  -----> [100s]  Current: [fitness: 8052771  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 8052771  last updated: 100s  feasible: 1  size: 1084]
[100s]  		O: remove1                  -----> [100s]  Current: [fitness: 8052771  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 8052771  last updated: 100s  feasible: 1  size: 1084]
[100s]  		O: two_opt                  -----> [105s]  Current: [fitness: 8019099  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 8052771  last updated: 100s  feasible: 1  size: 1084]
[105s]  		O: exchange_ids             -----> [110s]  Current: [fitness: 7964589  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 8019099  last updated: 105s  feasible: 1  size: 1084]
[110s]  		O: exchange_1_2             -----> [118s]  Current: [fitness: 7909304  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7964589  last updated: 110s  feasible: 1  size: 1084]
[118s]  		O: exchange_2_2             -----> [126s]  Current: [fitness: 7859902  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7909304  last updated: 118s  feasible: 1  size: 1084]
[126s]  		O: exchange_3_3             -----> [133s]  Current: [fitness: 7810511  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7859902  last updated: 126s  feasible: 1  size: 1084]
[133s]  		O: exchange_3_4             -----> [141s]  Current: [fitness: 7758968  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7810511  last updated: 133s  feasible: 1  size: 1084]
[141s]  		O: exchange_4_4             -----> [149s]  Current: [fitness: 7703212  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7758968  last updated: 141s  feasible: 1  size: 1084]
[149s]  		O: rexchange_2_2            -----> [157s]  Current: [fitness: 7655966  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7703212  last updated: 149s  feasible: 1  size: 1084]
[157s]  		O: rexchange_2_3            -----> [165s]  Current: [fitness: 7606246  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7655966  last updated: 157s  feasible: 1  size: 1084]
[165s]  		O: rexchange_4_4            -----> [173s]  Current: [fitness: 7559082  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7606246  last updated: 165s  feasible: 1  size: 1084]
[173s]  		O: centered_exchange_1      -----> [173s]  Current: [fitness: 7538571  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7559082  last updated: 173s  feasible: 1  size: 1084]
[173s]  		O: relocate_1               -----> [180s]  Current: [fitness: 7509808  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7538571  last updated: 173s  feasible: 1  size: 1084]
[180s]  		O: relocate_5               -----> [189s]  Current: [fitness: 7475623  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7509808  last updated: 180s  feasible: 1  size: 1084]
[189s]  		O: rrelocate_3              -----> [197s]  Current: [fitness: 7442033  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7475623  last updated: 189s  feasible: 1  size: 1084]
[197s]  		O: rrelocate_4              -----> [204s]  Current: [fitness: 7409912  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7442033  last updated: 197s  feasible: 1  size: 1084]
[204s]  		O: move_all_1               -----> [204s]  Current: [fitness: 7386857  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7409912  last updated: 204s  feasible: 1  size: 1084]
[204s]  		O: move_all_2               -----> [204s]  Current: [fitness: 7361261  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7386857  last updated: 204s  feasible: 1  size: 1084]
[204s]  		O: insert1                  -----> [204s]  Current: [fitness: 7361261  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 7361261  last updated: 204s  feasible: 1  size: 1084]
[204s]  		O: remove1                  -----> [204s]  Current: [fitness: 7361261  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 7361261  last updated: 204s  feasible: 1  size: 1084]
[204s]  		O: two_opt                  -----> [210s]  Current: [fitness: 7329961  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7361261  last updated: 204s  feasible: 1  size: 1084]
[210s]  		O: exchange_ids             -----> [214s]  Current: [fitness: 7279186  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7329961  last updated: 210s  feasible: 1  size: 1084]
[214s]  		O: exchange_1_2             -----> [222s]  Current: [fitness: 7232986  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7279186  last updated: 214s  feasible: 1  size: 1084]
[222s]  		O: exchange_2_2             -----> [230s]  Current: [fitness: 7188825  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7232986  last updated: 222s  feasible: 1  size: 1084]
[230s]  		O: exchange_3_3             -----> [238s]  Current: [fitness: 7145554  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7188825  last updated: 230s  feasible: 1  size: 1084]
[238s]  		O: exchange_3_4             -----> [246s]  Current: [fitness: 7100070  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7145554  last updated: 238s  feasible: 1  size: 1084]
[246s]  		O: exchange_4_4             -----> [254s]  Current: [fitness: 7057480  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7100070  last updated: 246s  feasible: 1  size: 1084]
[254s]  		O: rexchange_2_2            -----> [261s]  Current: [fitness: 7012505  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7057480  last updated: 254s  feasible: 1  size: 1084]
[261s]  		O: rexchange_2_3            -----> [269s]  Current: [fitness: 6965502  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7012505  last updated: 261s  feasible: 1  size: 1084]
[269s]  		O: rexchange_4_4            -----> [277s]  Current: [fitness: 6918935  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6965502  last updated: 269s  feasible: 1  size: 1084]
[277s]  		O: centered_exchange_1      -----> [277s]  Current: [fitness: 6897043  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6918935  last updated: 277s  feasible: 1  size: 1084]
[277s]  		O: relocate_1               -----> [285s]  Current: [fitness: 6868978  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6897043  last updated: 277s  feasible: 1  size: 1084]
[285s]  		O: relocate_5               -----> [293s]  Current: [fitness: 6835900  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6868978  last updated: 285s  feasible: 1  size: 1084]
[293s]  		O: rrelocate_3              -----> [301s]  Current: [fitness: 6802860  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6835900  last updated: 293s  feasible: 1  size: 1084]
[301s]  		O: rrelocate_4              -----> [309s]  Current: [fitness: 6772887  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6802860  last updated: 301s  feasible: 1  size: 1084]
[309s]  		O: move_all_1               -----> [309s]  Current: [fitness: 6751426  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6772887  last updated: 309s  feasible: 1  size: 1084]
[309s]  		O: move_all_2               -----> [309s]  Current: [fitness: 6729945  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6751426  last updated: 309s  feasible: 1  size: 1084]
[309s]  		O: insert1                  -----> [309s]  Current: [fitness: 6729945  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 6729945  last updated: 309s  feasible: 1  size: 1084]
[309s]  		O: remove1                  -----> [309s]  Current: [fitness: 6729945  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 6729945  last updated: 309s  feasible: 1  size: 1084]
[309s]  		O: two_opt                  -----> [314s]  Current: [fitness: 6700426  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6729945  last updated: 309s  feasible: 1  size: 1084]
[314s]  		O: exchange_ids             -----> [318s]  Current: [fitness: 6653827  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6700426  last updated: 314s  feasible: 1  size: 1084]
[318s]  		O: exchange_1_2             -----> [326s]  Current: [fitness: 6610995  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6653827  last updated: 318s  feasible: 1  size: 1084]
[326s]  		O: exchange_2_2             -----> [334s]  Current: [fitness: 6570787  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6610995  last updated: 326s  feasible: 1  size: 1084]
[334s]  		O: exchange_3_3             -----> [342s]  Current: [fitness: 6529990  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6570787  last updated: 334s  feasible: 1  size: 1084]
[342s]  		O: exchange_3_4             -----> [350s]  Current: [fitness: 6489281  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6529990  last updated: 342s  feasible: 1  size: 1084]
[350s]  		O: exchange_4_4             -----> [358s]  Current: [fitness: 6451792  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6489281  last updated: 350s  feasible: 1  size: 1084]
[358s]  		O: rexchange_2_2            -----> [365s]  Current: [fitness: 6411905  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6451792  last updated: 358s  feasible: 1  size: 1084]
[365s]  		O: rexchange_2_3            -----> [373s]  Current: [fitness: 6371942  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6411905  last updated: 365s  feasible: 1  size: 1084]
[373s]  		O: rexchange_4_4            -----> [381s]  Current: [fitness: 6334927  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6371942  last updated: 373s  feasible: 1  size: 1084]
[381s]  		O: centered_exchange_1      -----> [381s]  Current: [fitness: 6318417  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6334927  last updated: 381s  feasible: 1  size: 1084]
[381s]  		O: relocate_1               -----> [389s]  Current: [fitness: 6295109  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6318417  last updated: 381s  feasible: 1  size: 1084]
[389s]  		O: relocate_5               -----> [397s]  Current: [fitness: 6262453  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6295109  last updated: 389s  feasible: 1  size: 1084]
[397s]  		O: rrelocate_3              -----> [405s]  Current: [fitness: 6233173  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6262453  last updated: 397s  feasible: 1  size: 1084]
[405s]  		O: rrelocate_4              -----> [413s]  Current: [fitness: 6203343  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6233173  last updated: 405s  feasible: 1  size: 1084]
[413s]  		O: move_all_1               -----> [413s]  Current: [fitness: 6184384  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6203343  last updated: 413s  feasible: 1  size: 1084]
[413s]  		O: move_all_2               -----> [413s]  Current: [fitness: 6166350  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6184384  last updated: 413s  feasible: 1  size: 1084]
[413s]  		O: insert1                  -----> [413s]  Current: [fitness: 6166350  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 6166350  last updated: 413s  feasible: 1  size: 1084]
[413s]  		O: remove1                  -----> [413s]  Current: [fitness: 6166350  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 6166350  last updated: 413s  feasible: 1  size: 1084]
[413s]  		O: two_opt                  -----> [418s]  Current: [fitness: 6138928  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6166350  last updated: 413s  feasible: 1  size: 1084]
[418s]  		O: exchange_ids             -----> [422s]  Current: [fitness: 6098897  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6138928  last updated: 418s  feasible: 1  size: 1084]
[422s]  		O: exchange_1_2             -----> [430s]  Current: [fitness: 6061482  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6098897  last updated: 422s  feasible: 1  size: 1084]
[430s]  		O: exchange_2_2             -----> [438s]  Current: [fitness: 6024929  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6061482  last updated: 430s  feasible: 1  size: 1084]
[438s]  		O: exchange_3_3             -----> [446s]  Current: [fitness: 5988232  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6024929  last updated: 438s  feasible: 1  size: 1084]
[446s]  		O: exchange_3_4             -----> [454s]  Current: [fitness: 5951603  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5988232  last updated: 446s  feasible: 1  size: 1084]
[454s]  		O: exchange_4_4             -----> [461s]  Current: [fitness: 5915453  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5951603  last updated: 454s  feasible: 1  size: 1084]
[461s]  		O: rexchange_2_2            -----> [469s]  Current: [fitness: 5877356  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5915453  last updated: 461s  feasible: 1  size: 1084]
[469s]  		O: rexchange_2_3            -----> [477s]  Current: [fitness: 5838747  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5877356  last updated: 469s  feasible: 1  size: 1084]
[477s]  		O: rexchange_4_4            -----> [485s]  Current: [fitness: 5804017  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5838747  last updated: 477s  feasible: 1  size: 1084]
[485s]  		O: centered_exchange_1      -----> [485s]  Current: [fitness: 5788369  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5804017  last updated: 485s  feasible: 1  size: 1084]
[485s]  		O: relocate_1               -----> [493s]  Current: [fitness: 5766740  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5788369  last updated: 485s  feasible: 1  size: 1084]
[493s]  		O: relocate_5               -----> [501s]  Current: [fitness: 5736618  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5766740  last updated: 493s  feasible: 1  size: 1084]
[501s]  		O: rrelocate_3              -----> [509s]  Current: [fitness: 5709200  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5736618  last updated: 501s  feasible: 1  size: 1084]
[509s]  		O: rrelocate_4              -----> [516s]  Current: [fitness: 5681425  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5709200  last updated: 509s  feasible: 1  size: 1084]
[516s]  		O: move_all_1               -----> [516s]  Current: [fitness: 5667898  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5681425  last updated: 516s  feasible: 1  size: 1084]
[516s]  		O: move_all_2               -----> [516s]  Current: [fitness: 5651625  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5667898  last updated: 516s  feasible: 1  size: 1084]
[516s]  		O: insert1                  -----> [516s]  Current: [fitness: 5651625  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 5651625  last updated: 516s  feasible: 1  size: 1084]
[516s]  		O: remove1                  -----> [516s]  Current: [fitness: 5651625  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 5651625  last updated: 516s  feasible: 1  size: 1084]
[516s]  		O: two_opt                  -----> [522s]  Current: [fitness: 5626062  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5651625  last updated: 516s  feasible: 1  size: 1084]
[522s]  		O: exchange_ids             -----> [526s]  Current: [fitness: 5589991  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5626062  last updated: 522s  feasible: 1  size: 1084]
[526s]  		O: exchange_1_2             -----> [534s]  Current: [fitness: 5554288  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5589991  last updated: 526s  feasible: 1  size: 1084]
[534s]  		O: exchange_2_2             -----> [542s]  Current: [fitness: 5519725  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5554288  last updated: 534s  feasible: 1  size: 1084]
[542s]  		O: exchange_3_3             -----> [549s]  Current: [fitness: 5485594  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5519725  last updated: 542s  feasible: 1  size: 1084]
[549s]  		O: exchange_3_4             -----> [557s]  Current: [fitness: 5444923  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5485594  last updated: 549s  feasible: 1  size: 1084]
[557s]  		O: exchange_4_4             -----> [565s]  Current: [fitness: 5409394  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5444923  last updated: 557s  feasible: 1  size: 1084]
[565s]  		O: rexchange_2_2            -----> [573s]  Current: [fitness: 5376229  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5409394  last updated: 565s  feasible: 1  size: 1084]
[573s]  		O: rexchange_2_3            -----> [581s]  Current: [fitness: 5343395  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5376229  last updated: 573s  feasible: 1  size: 1084]
[581s]  		O: rexchange_4_4            -----> [589s]  Current: [fitness: 5310520  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5343395  last updated: 581s  feasible: 1  size: 1084]
[589s]  		O: centered_exchange_1      -----> [589s]  Current: [fitness: 5296343  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5310520  last updated: 589s  feasible: 1  size: 1084]
[589s]  		O: relocate_1               -----> [596s]  Current: [fitness: 5276776  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5296343  last updated: 589s  feasible: 1  size: 1084]
[596s]  		O: relocate_5               -----> [605s]  Current: [fitness: 5249443  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5276776  last updated: 596s  feasible: 1  size: 1084]
[605s]  		O: rrelocate_3              -----> [613s]  Current: [fitness: 5224505  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5249443  last updated: 605s  feasible: 1  size: 1084]
[613s]  		O: rrelocate_4              -----> [620s]  Current: [fitness: 5199111  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5224505  last updated: 613s  feasible: 1  size: 1084]
[620s]  		O: move_all_1               -----> [620s]  Current: [fitness: 5186424  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5199111  last updated: 620s  feasible: 1  size: 1084]
[620s]  		O: move_all_2               -----> [621s]  Current: [fitness: 5171182  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5186424  last updated: 620s  feasible: 1  size: 1084]
[621s]  		O: insert1                  -----> [621s]  Current: [fitness: 5171182  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 5171182  last updated: 621s  feasible: 1  size: 1084]
[621s]  		O: remove1                  -----> [621s]  Current: [fitness: 5171182  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 5171182  last updated: 621s  feasible: 1  size: 1084]
[621s]  		O: two_opt                  -----> [625s]  Current: [fitness: 5147380  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5171182  last updated: 621s  feasible: 1  size: 1084]
[625s]  		O: exchange_ids             -----> [630s]  Current: [fitness: 5116522  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5147380  last updated: 625s  feasible: 1  size: 1084]
[630s]  		O: exchange_1_2             -----> [638s]  Current: [fitness: 5082032  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5116522  last updated: 630s  feasible: 1  size: 1084]
[638s]  		O: exchange_2_2             -----> [646s]  Current: [fitness: 5050371  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5082032  last updated: 638s  feasible: 1  size: 1084]
[646s]  		O: exchange_3_3             -----> [654s]  Current: [fitness: 5014970  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5050371  last updated: 646s  feasible: 1  size: 1084]
[654s]  		O: exchange_3_4             -----> [662s]  Current: [fitness: 4983119  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5014970  last updated: 654s  feasible: 1  size: 1084]
[662s]  		O: exchange_4_4             -----> [669s]  Current: [fitness: 4953946  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4983119  last updated: 662s  feasible: 1  size: 1084]
[669s]  		O: rexchange_2_2            -----> [677s]  Current: [fitness: 4923049  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4953946  last updated: 669s  feasible: 1  size: 1084]
[677s]  		O: rexchange_2_3            -----> [685s]  Current: [fitness: 4890010  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4923049  last updated: 677s  feasible: 1  size: 1084]
[685s]  		O: rexchange_4_4            -----> [693s]  Current: [fitness: 4858439  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4890010  last updated: 685s  feasible: 1  size: 1084]
[693s]  		O: centered_exchange_1      -----> [693s]  Current: [fitness: 4846541  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4858439  last updated: 693s  feasible: 1  size: 1084]
[693s]  		O: relocate_1               -----> [701s]  Current: [fitness: 4830242  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4846541  last updated: 693s  feasible: 1  size: 1084]
[701s]  		O: relocate_5               -----> [709s]  Current: [fitness: 4804025  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4830242  last updated: 701s  feasible: 1  size: 1084]
[709s]  		O: rrelocate_3              -----> [717s]  Current: [fitness: 4779984  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4804025  last updated: 709s  feasible: 1  size: 1084]
[717s]  		O: rrelocate_4              -----> [725s]  Current: [fitness: 4755634  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4779984  last updated: 717s  feasible: 1  size: 1084]
[725s]  		O: move_all_1               -----> [725s]  Current: [fitness: 4746087  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4755634  last updated: 725s  feasible: 1  size: 1084]
[725s]  		O: move_all_2               -----> [725s]  Current: [fitness: 4732893  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4746087  last updated: 725s  feasible: 1  size: 1084]
[725s]  		O: insert1                  -----> [725s]  Current: [fitness: 4732893  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 4732893  last updated: 725s  feasible: 1  size: 1084]
[725s]  		O: remove1                  -----> [725s]  Current: [fitness: 4732893  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 4732893  last updated: 725s  feasible: 1  size: 1084]
[725s]  		O: two_opt                  -----> [729s]  Current: [fitness: 4710590  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4732893  last updated: 725s  feasible: 1  size: 1084]
[729s]  		O: exchange_ids             -----> [734s]  Current: [fitness: 4683862  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4710590  last updated: 729s  feasible: 1  size: 1084]
[734s]  		O: exchange_1_2             -----> [741s]  Current: [fitness: 4653907  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4683862  last updated: 734s  feasible: 1  size: 1084]
[741s]  		O: exchange_2_2             -----> [749s]  Current: [fitness: 4627340  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4653907  last updated: 741s  feasible: 1  size: 1084]
[749s]  		O: exchange_3_3             -----> [757s]  Current: [fitness: 4597419  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4627340  last updated: 749s  feasible: 1  size: 1084]
[757s]  		O: exchange_3_4             -----> [765s]  Current: [fitness: 4568695  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4597419  last updated: 757s  feasible: 1  size: 1084]
[765s]  		O: exchange_4_4             -----> [773s]  Current: [fitness: 4539264  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4568695  last updated: 765s  feasible: 1  size: 1084]
[773s]  		O: rexchange_2_2            -----> [781s]  Current: [fitness: 4512740  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4539264  last updated: 773s  feasible: 1  size: 1084]
[781s]  		O: rexchange_2_3            -----> [788s]  Current: [fitness: 4482539  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4512740  last updated: 781s  feasible: 1  size: 1084]
[788s]  		O: rexchange_4_4            -----> [796s]  Current: [fitness: 4452376  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4482539  last updated: 788s  feasible: 1  size: 1084]
[796s]  		O: centered_exchange_1      -----> [796s]  Current: [fitness: 4441785  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4452376  last updated: 796s  feasible: 1  size: 1084]
[796s]  		O: relocate_1               -----> [804s]  Current: [fitness: 4426678  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4441785  last updated: 796s  feasible: 1  size: 1084]
[804s]  		O: relocate_5               -----> [812s]  Current: [fitness: 4401913  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4426678  last updated: 804s  feasible: 1  size: 1084]
