Solving vm1084
[0s]  C: construct_random_replicate -----> [0s]  Current: [fitness: 4294967295  updated: 1  feasible: 0  size: 1084]    BKS: [fitness: 4294967295  last updated: 0s  feasible: 0  size: 0]
[0s]  MH: ILS                       
[0s]  	LS: cyclicVND                
[96s]  		O: rrelocate_3              -----> [104s]  Current: [fitness: 7762345  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7800134  last updated: 96s  feasible: 1  size: 1084]
[104s]  		O: rrelocate_4              -----> [113s]  Current: [fitness: 7725153  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7762345  last updated: 104s  feasible: 1  size: 1084]
[113s]  		O: move_all_1               -----> [113s]  Current: [fitness: 7702868  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7725153  last updated: 113s  feasible: 1  size: 1084]
[113s]  		O: move_all_2               -----> [113s]  Current: [fitness: 7673654  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7702868  last updated: 113s  feasible: 1  size: 1084]
[113s]  		O: insert1                  -----> [113s]  Current: [fitness: 7673654  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 7673654  last updated: 113s  feasible: 1  size: 1084]
[113s]  		O: remove1                  -----> [113s]  Current: [fitness: 7673654  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 7673654  last updated: 113s  feasible: 1  size: 1084]
[113s]  		O: two_opt                  -----> [117s]  Current: [fitness: 7639405  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7673654  last updated: 113s  feasible: 1  size: 1084]
[117s]  		O: exchange_ids             -----> [122s]  Current: [fitness: 7588996  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7639405  last updated: 117s  feasible: 1  size: 1084]
[122s]  		O: exchange_1_2             -----> [131s]  Current: [fitness: 7541863  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7588996  last updated: 122s  feasible: 1  size: 1084]
[131s]  		O: exchange_2_2             -----> [139s]  Current: [fitness: 7494942  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7541863  last updated: 131s  feasible: 1  size: 1084]
[139s]  		O: exchange_3_3             -----> [148s]  Current: [fitness: 7448099  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7494942  last updated: 139s  feasible: 1  size: 1084]
[148s]  		O: exchange_3_4             -----> [156s]  Current: [fitness: 7398294  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7448099  last updated: 148s  feasible: 1  size: 1084]
[156s]  		O: exchange_4_4             -----> [165s]  Current: [fitness: 7352173  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7398294  last updated: 156s  feasible: 1  size: 1084]
[165s]  		O: rexchange_2_2            -----> [173s]  Current: [fitness: 7304181  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7352173  last updated: 165s  feasible: 1  size: 1084]
[173s]  		O: rexchange_2_3            -----> [182s]  Current: [fitness: 7257962  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7304181  last updated: 173s  feasible: 1  size: 1084]
[182s]  		O: rexchange_4_4            -----> [190s]  Current: [fitness: 7213017  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7257962  last updated: 182s  feasible: 1  size: 1084]
[190s]  		O: centered_exchange_1      -----> [190s]  Current: [fitness: 7192519  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7213017  last updated: 190s  feasible: 1  size: 1084]
[190s]  		O: relocate_1               -----> [198s]  Current: [fitness: 7164039  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7192519  last updated: 190s  feasible: 1  size: 1084]
[198s]  		O: relocate_5               -----> [207s]  Current: [fitness: 7129813  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7164039  last updated: 198s  feasible: 1  size: 1084]
[207s]  		O: rrelocate_3              -----> [216s]  Current: [fitness: 7097315  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7129813  last updated: 207s  feasible: 1  size: 1084]
[216s]  		O: rrelocate_4              -----> [224s]  Current: [fitness: 7062253  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7097315  last updated: 216s  feasible: 1  size: 1084]
[224s]  		O: move_all_1               -----> [224s]  Current: [fitness: 7040930  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7062253  last updated: 224s  feasible: 1  size: 1084]
[224s]  		O: move_all_2               -----> [224s]  Current: [fitness: 7019737  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7040930  last updated: 224s  feasible: 1  size: 1084]
[224s]  		O: insert1                  -----> [224s]  Current: [fitness: 7019737  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 7019737  last updated: 224s  feasible: 1  size: 1084]
[224s]  		O: remove1                  -----> [224s]  Current: [fitness: 7019737  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 7019737  last updated: 224s  feasible: 1  size: 1084]
[224s]  		O: two_opt                  -----> [229s]  Current: [fitness: 6990552  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 7019737  last updated: 224s  feasible: 1  size: 1084]
[229s]  		O: exchange_ids             -----> [234s]  Current: [fitness: 6946826  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6990552  last updated: 229s  feasible: 1  size: 1084]
[234s]  		O: exchange_1_2             -----> [243s]  Current: [fitness: 6903487  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6946826  last updated: 234s  feasible: 1  size: 1084]
[243s]  		O: exchange_2_2             -----> [251s]  Current: [fitness: 6860370  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6903487  last updated: 243s  feasible: 1  size: 1084]
[251s]  		O: exchange_3_3             -----> [260s]  Current: [fitness: 6819859  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6860370  last updated: 251s  feasible: 1  size: 1084]
[260s]  		O: exchange_3_4             -----> [268s]  Current: [fitness: 6778592  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6819859  last updated: 260s  feasible: 1  size: 1084]
[268s]  		O: exchange_4_4             -----> [276s]  Current: [fitness: 6734584  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6778592  last updated: 268s  feasible: 1  size: 1084]
[277s]  		O: rexchange_2_2            -----> [285s]  Current: [fitness: 6691326  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6734584  last updated: 277s  feasible: 1  size: 1084]
[285s]  		O: rexchange_2_3            -----> [293s]  Current: [fitness: 6648634  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6691326  last updated: 285s  feasible: 1  size: 1084]
[293s]  		O: rexchange_4_4            -----> [302s]  Current: [fitness: 6609434  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6648634  last updated: 293s  feasible: 1  size: 1084]
[302s]  		O: centered_exchange_1      -----> [302s]  Current: [fitness: 6589887  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6609434  last updated: 302s  feasible: 1  size: 1084]
[302s]  		O: relocate_1               -----> [310s]  Current: [fitness: 6563301  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6589887  last updated: 302s  feasible: 1  size: 1084]
[310s]  		O: relocate_5               -----> [319s]  Current: [fitness: 6531339  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6563301  last updated: 310s  feasible: 1  size: 1084]
[319s]  		O: rrelocate_3              -----> [328s]  Current: [fitness: 6501019  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6531339  last updated: 319s  feasible: 1  size: 1084]
[328s]  		O: rrelocate_4              -----> [336s]  Current: [fitness: 6470115  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6501019  last updated: 328s  feasible: 1  size: 1084]
[336s]  		O: move_all_1               -----> [336s]  Current: [fitness: 6452569  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6470115  last updated: 336s  feasible: 1  size: 1084]
[336s]  		O: move_all_2               -----> [336s]  Current: [fitness: 6431587  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6452569  last updated: 336s  feasible: 1  size: 1084]
[336s]  		O: insert1                  -----> [336s]  Current: [fitness: 6431587  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 6431587  last updated: 336s  feasible: 1  size: 1084]
[336s]  		O: remove1                  -----> [336s]  Current: [fitness: 6431587  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 6431587  last updated: 336s  feasible: 1  size: 1084]
[336s]  		O: two_opt                  -----> [341s]  Current: [fitness: 6406432  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6431587  last updated: 336s  feasible: 1  size: 1084]
[341s]  		O: exchange_ids             -----> [346s]  Current: [fitness: 6365789  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6406432  last updated: 341s  feasible: 1  size: 1084]
[346s]  		O: exchange_1_2             -----> [355s]  Current: [fitness: 6325803  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6365789  last updated: 346s  feasible: 1  size: 1084]
[355s]  		O: exchange_2_2             -----> [363s]  Current: [fitness: 6289553  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6325803  last updated: 355s  feasible: 1  size: 1084]
[363s]  		O: exchange_3_3             -----> [372s]  Current: [fitness: 6250004  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6289553  last updated: 363s  feasible: 1  size: 1084]
[372s]  		O: exchange_3_4             -----> [380s]  Current: [fitness: 6211969  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6250004  last updated: 372s  feasible: 1  size: 1084]
[380s]  		O: exchange_4_4             -----> [389s]  Current: [fitness: 6175649  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6211969  last updated: 380s  feasible: 1  size: 1084]
[389s]  		O: rexchange_2_2            -----> [397s]  Current: [fitness: 6140861  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6175649  last updated: 389s  feasible: 1  size: 1084]
[397s]  		O: rexchange_2_3            -----> [406s]  Current: [fitness: 6104223  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6140861  last updated: 397s  feasible: 1  size: 1084]
[406s]  		O: rexchange_4_4            -----> [414s]  Current: [fitness: 6068625  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6104223  last updated: 406s  feasible: 1  size: 1084]
[414s]  		O: centered_exchange_1      -----> [414s]  Current: [fitness: 6051973  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6068625  last updated: 414s  feasible: 1  size: 1084]
[414s]  		O: relocate_1               -----> [422s]  Current: [fitness: 6028865  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6051973  last updated: 414s  feasible: 1  size: 1084]
[422s]  		O: relocate_5               -----> [431s]  Current: [fitness: 6000645  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6028865  last updated: 422s  feasible: 1  size: 1084]
[431s]  		O: rrelocate_3              -----> [440s]  Current: [fitness: 5972787  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 6000645  last updated: 431s  feasible: 1  size: 1084]
[440s]  		O: rrelocate_4              -----> [448s]  Current: [fitness: 5946149  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5972787  last updated: 440s  feasible: 1  size: 1084]
[448s]  		O: move_all_1               -----> [448s]  Current: [fitness: 5928707  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5946149  last updated: 448s  feasible: 1  size: 1084]
[448s]  		O: move_all_2               -----> [448s]  Current: [fitness: 5911381  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5928707  last updated: 448s  feasible: 1  size: 1084]
[448s]  		O: insert1                  -----> [448s]  Current: [fitness: 5911381  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 5911381  last updated: 448s  feasible: 1  size: 1084]
[448s]  		O: remove1                  -----> [448s]  Current: [fitness: 5911381  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 5911381  last updated: 448s  feasible: 1  size: 1084]
[448s]  		O: two_opt                  -----> [453s]  Current: [fitness: 5887770  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5911381  last updated: 448s  feasible: 1  size: 1084]
[453s]  		O: exchange_ids             -----> [458s]  Current: [fitness: 5849022  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5887770  last updated: 453s  feasible: 1  size: 1084]
[458s]  		O: exchange_1_2             -----> [467s]  Current: [fitness: 5815149  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5849022  last updated: 458s  feasible: 1  size: 1084]
[467s]  		O: exchange_2_2             -----> [475s]  Current: [fitness: 5781622  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5815149  last updated: 467s  feasible: 1  size: 1084]
[475s]  		O: exchange_3_3             -----> [483s]  Current: [fitness: 5743107  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5781622  last updated: 475s  feasible: 1  size: 1084]
[483s]  		O: exchange_3_4             -----> [492s]  Current: [fitness: 5706375  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5743107  last updated: 483s  feasible: 1  size: 1084]
[492s]  		O: exchange_4_4             -----> [500s]  Current: [fitness: 5672494  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5706375  last updated: 492s  feasible: 1  size: 1084]
[500s]  		O: rexchange_2_2            -----> [509s]  Current: [fitness: 5639859  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5672494  last updated: 500s  feasible: 1  size: 1084]
[509s]  		O: rexchange_2_3            -----> [517s]  Current: [fitness: 5606394  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5639859  last updated: 509s  feasible: 1  size: 1084]
[517s]  		O: rexchange_4_4            -----> [526s]  Current: [fitness: 5576061  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5606394  last updated: 517s  feasible: 1  size: 1084]
[526s]  		O: centered_exchange_1      -----> [526s]  Current: [fitness: 5561359  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5576061  last updated: 526s  feasible: 1  size: 1084]
[526s]  		O: relocate_1               -----> [534s]  Current: [fitness: 5539754  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5561359  last updated: 526s  feasible: 1  size: 1084]
[534s]  		O: relocate_5               -----> [543s]  Current: [fitness: 5510539  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5539754  last updated: 534s  feasible: 1  size: 1084]
[543s]  		O: rrelocate_3              -----> [551s]  Current: [fitness: 5484136  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5510539  last updated: 543s  feasible: 1  size: 1084]
[551s]  		O: rrelocate_4              -----> [560s]  Current: [fitness: 5457838  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5484136  last updated: 551s  feasible: 1  size: 1084]
[560s]  		O: move_all_1               -----> [560s]  Current: [fitness: 5442837  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5457838  last updated: 560s  feasible: 1  size: 1084]
[560s]  		O: move_all_2               -----> [560s]  Current: [fitness: 5426796  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5442837  last updated: 560s  feasible: 1  size: 1084]
[560s]  		O: insert1                  -----> [560s]  Current: [fitness: 5426796  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 5426796  last updated: 560s  feasible: 1  size: 1084]
[560s]  		O: remove1                  -----> [560s]  Current: [fitness: 5426796  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 5426796  last updated: 560s  feasible: 1  size: 1084]
[560s]  		O: two_opt                  -----> [565s]  Current: [fitness: 5403555  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5426796  last updated: 560s  feasible: 1  size: 1084]
[565s]  		O: exchange_ids             -----> [570s]  Current: [fitness: 5373815  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5403555  last updated: 565s  feasible: 1  size: 1084]
[570s]  		O: exchange_1_2             -----> [578s]  Current: [fitness: 5342581  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5373815  last updated: 570s  feasible: 1  size: 1084]
[578s]  		O: exchange_2_2             -----> [587s]  Current: [fitness: 5312315  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5342581  last updated: 578s  feasible: 1  size: 1084]
[587s]  		O: exchange_3_3             -----> [595s]  Current: [fitness: 5281563  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5312315  last updated: 587s  feasible: 1  size: 1084]
[595s]  		O: exchange_3_4             -----> [604s]  Current: [fitness: 5248360  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5281563  last updated: 595s  feasible: 1  size: 1084]
[604s]  		O: exchange_4_4             -----> [612s]  Current: [fitness: 5219342  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5248360  last updated: 604s  feasible: 1  size: 1084]
[612s]  		O: rexchange_2_2            -----> [620s]  Current: [fitness: 5190357  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5219342  last updated: 612s  feasible: 1  size: 1084]
[620s]  		O: rexchange_2_3            -----> [629s]  Current: [fitness: 5157918  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5190357  last updated: 620s  feasible: 1  size: 1084]
[629s]  		O: rexchange_4_4            -----> [637s]  Current: [fitness: 5128446  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5157918  last updated: 629s  feasible: 1  size: 1084]
[637s]  		O: centered_exchange_1      -----> [637s]  Current: [fitness: 5115336  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5128446  last updated: 637s  feasible: 1  size: 1084]
[637s]  		O: relocate_1               -----> [646s]  Current: [fitness: 5097675  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5115336  last updated: 637s  feasible: 1  size: 1084]
[646s]  		O: relocate_5               -----> [655s]  Current: [fitness: 5071544  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5097675  last updated: 646s  feasible: 1  size: 1084]
[655s]  		O: rrelocate_3              -----> [663s]  Current: [fitness: 5048081  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5071544  last updated: 655s  feasible: 1  size: 1084]
[663s]  		O: rrelocate_4              -----> [672s]  Current: [fitness: 5023641  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5048081  last updated: 663s  feasible: 1  size: 1084]
[672s]  		O: move_all_1               -----> [672s]  Current: [fitness: 5009916  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5023641  last updated: 672s  feasible: 1  size: 1084]
[672s]  		O: move_all_2               -----> [672s]  Current: [fitness: 4996814  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 5009916  last updated: 672s  feasible: 1  size: 1084]
[672s]  		O: insert1                  -----> [672s]  Current: [fitness: 4996814  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 4996814  last updated: 672s  feasible: 1  size: 1084]
[672s]  		O: remove1                  -----> [672s]  Current: [fitness: 4996814  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 4996814  last updated: 672s  feasible: 1  size: 1084]
[672s]  		O: two_opt                  -----> [677s]  Current: [fitness: 4975933  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4996814  last updated: 672s  feasible: 1  size: 1084]
[677s]  		O: exchange_ids             -----> [681s]  Current: [fitness: 4946539  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4975933  last updated: 677s  feasible: 1  size: 1084]
[681s]  		O: exchange_1_2             -----> [690s]  Current: [fitness: 4918172  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4946539  last updated: 681s  feasible: 1  size: 1084]
[690s]  		O: exchange_2_2             -----> [698s]  Current: [fitness: 4890418  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4918172  last updated: 690s  feasible: 1  size: 1084]
[698s]  		O: exchange_3_3             -----> [707s]  Current: [fitness: 4860205  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4890418  last updated: 698s  feasible: 1  size: 1084]
[707s]  		O: exchange_3_4             -----> [716s]  Current: [fitness: 4832129  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4860205  last updated: 707s  feasible: 1  size: 1084]
[716s]  		O: exchange_4_4             -----> [724s]  Current: [fitness: 4803515  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4832129  last updated: 716s  feasible: 1  size: 1084]
[724s]  		O: rexchange_2_2            -----> [732s]  Current: [fitness: 4774347  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4803515  last updated: 724s  feasible: 1  size: 1084]
[732s]  		O: rexchange_2_3            -----> [741s]  Current: [fitness: 4746485  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4774347  last updated: 732s  feasible: 1  size: 1084]
[741s]  		O: rexchange_4_4            -----> [749s]  Current: [fitness: 4718094  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4746485  last updated: 741s  feasible: 1  size: 1084]
[749s]  		O: centered_exchange_1      -----> [749s]  Current: [fitness: 4706287  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4718094  last updated: 749s  feasible: 1  size: 1084]
[749s]  		O: relocate_1               -----> [758s]  Current: [fitness: 4690102  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4706287  last updated: 749s  feasible: 1  size: 1084]
[758s]  		O: relocate_5               -----> [767s]  Current: [fitness: 4666734  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4690102  last updated: 758s  feasible: 1  size: 1084]
[767s]  		O: rrelocate_3              -----> [775s]  Current: [fitness: 4644296  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4666734  last updated: 767s  feasible: 1  size: 1084]
[775s]  		O: rrelocate_4              -----> [783s]  Current: [fitness: 4623204  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4644296  last updated: 775s  feasible: 1  size: 1084]
[783s]  		O: move_all_1               -----> [783s]  Current: [fitness: 4612404  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4623204  last updated: 783s  feasible: 1  size: 1084]
[783s]  		O: move_all_2               -----> [784s]  Current: [fitness: 4600587  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4612404  last updated: 783s  feasible: 1  size: 1084]
[784s]  		O: insert1                  -----> [784s]  Current: [fitness: 4600587  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 4600587  last updated: 784s  feasible: 1  size: 1084]
[784s]  		O: remove1                  -----> [784s]  Current: [fitness: 4600587  updated: 0  feasible: 1  size: 1084]    BKS: [fitness: 4600587  last updated: 784s  feasible: 1  size: 1084]
[784s]  		O: two_opt                  -----> [789s]  Current: [fitness: 4580902  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4600587  last updated: 784s  feasible: 1  size: 1084]
[789s]  		O: exchange_ids             -----> [794s]  Current: [fitness: 4554185  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4580902  last updated: 789s  feasible: 1  size: 1084]
[794s]  		O: exchange_1_2             -----> [802s]  Current: [fitness: 4526986  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4554185  last updated: 794s  feasible: 1  size: 1084]
[802s]  		O: exchange_2_2             -----> [811s]  Current: [fitness: 4498489  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4526986  last updated: 802s  feasible: 1  size: 1084]
[811s]  		O: exchange_3_3             -----> [819s]  Current: [fitness: 4470281  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4498489  last updated: 811s  feasible: 1  size: 1084]
[819s]  		O: exchange_3_4             -----> [828s]  Current: [fitness: 4443310  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4470281  last updated: 819s  feasible: 1  size: 1084]
[828s]  		O: exchange_4_4             -----> [836s]  Current: [fitness: 4417137  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4443310  last updated: 828s  feasible: 1  size: 1084]
[836s]  		O: rexchange_2_2            -----> [845s]  Current: [fitness: 4391495  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4417137  last updated: 836s  feasible: 1  size: 1084]
[845s]  		O: rexchange_2_3            -----> [853s]  Current: [fitness: 4364091  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4391495  last updated: 845s  feasible: 1  size: 1084]
[853s]  		O: rexchange_4_4            -----> [861s]  Current: [fitness: 4340646  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4364091  last updated: 853s  feasible: 1  size: 1084]
[861s]  		O: centered_exchange_1      -----> [861s]  Current: [fitness: 4329911  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4340646  last updated: 861s  feasible: 1  size: 1084]
[861s]  		O: relocate_1               -----> [870s]  Current: [fitness: 4314844  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4329911  last updated: 861s  feasible: 1  size: 1084]
[870s]  		O: relocate_5               -----> [879s]  Current: [fitness: 4292469  updated: 1  feasible: 1  size: 1084]    BKS: [fitness: 4314844  last updated: 870s  feasible: 1  size: 1084]
